"project","data_type","habitat","source","scientific_name","kingdom","phylum","class","order","family","genus","species"
"KONZA","consumer","prairie","KIC011.csv","Baryconus anericanus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Baryconus bidentatus","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae","Baryconus","Baryconus bidentatus"
"KONZA","consumer","prairie","KIC011.csv","Baryconus floridanus","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae","Baryconus","Baryconus floridanus"
"KONZA","consumer","prairie","KIC011.csv","Calliscelio marlattii","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae","Calliscelio","Calliscelio marlattii"
"KONZA","consumer","prairie","KIC011.csv","Eumicrosoma beneficum",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Gryon floridanus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Gryon leptocorisae","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae","Gryon","Gryon leptocorisae"
"KONZA","consumer","prairie","KIC011.csv","Gryon myrmecophilus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Gryon radiculare","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae","Gryon","Gryon radiculare"
"KONZA","consumer","prairie","KIC011.csv","Holoteleia parvipennis","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae","Holoteleia","Holoteleia parvipennis"
"KONZA","consumer","prairie","KIC011.csv","Idris bicolor",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Idris binotatus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Macroteleia carinata","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae","Macroteleia","Macroteleia carinata"
"KONZA","consumer","prairie","KIC011.csv","Macroteleia discors","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae","Macroteleia","Macroteleia discors"
"KONZA","consumer","prairie","KIC011.csv","Macroteleia","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae","Macroteleia",""
"KONZA","consumer","prairie","KIC011.csv","Oethecoctonus oecanthi","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae","Oethecoctonus","Oethecoctonus oecanthi"
"KONZA","consumer","prairie","KIC011.csv","Paridris leviceps",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Scelio opacus","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae","Scelio","Scelio opacus"
"KONZA","consumer","prairie","KIC011.csv","Telenomus podisi","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","Telenomus podisi"
"KONZA","consumer","prairie","KIC011.csv","Trimorus mandibularis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Trimorus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Trissolcus euschisti",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Trissolcus hullensis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Trissolcus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Ametastegia becra",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Ametastegia pulchella",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Empria maculata",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Erythraspides carbonarius",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Eupareophora parca",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Euura",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Halidamia affinis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Lagium atroviolaceum",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Macremphytus tarsatus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Macrophya mensa",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Macrophya pannosa",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Macrophya phylacida",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Macrophya trisyllaba",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Nematus abbotii",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Nematus","Animalia","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Nematus",""
"KONZA","consumer","prairie","KIC011.csv","Paracharactus rudis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Periclista albicollis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Periclista dilluta",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Periclista media",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Phrontosoma belfragei",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Pristiphora chlorea",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Pristiphora zella",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Taxonus epicera",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Tenthredo",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Zaschizonyx montana",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Cisseps fulvicollis","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Cisseps","Cisseps fulvicollis"
"KONZA","consumer","prairie","KIC011.csv","Anomis","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Anomis",""
"KONZA","consumer","prairie","KIC011.csv","Anticarsia gemmatalis","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Anticarsia","Anticarsia gemmatalis"
"KONZA","consumer","prairie","KIC011.csv","Argyrostrotis anilis","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Argyrostrotis","Argyrostrotis anilis"
"KONZA","consumer","prairie","KIC011.csv","Bomolocha bijugalis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Caenurgia chloropha","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Caenurgia","Caenurgia chloropha"
"KONZA","consumer","prairie","KIC011.csv","Caenurgina crassiuscula","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Caenurgina","Caenurgina crassiuscula"
"KONZA","consumer","prairie","KIC011.csv","Caenurgina erechtea","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Caenurgina","Caenurgina erechtea"
"KONZA","consumer","prairie","KIC011.csv","Catocala abbreviatella","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala abbreviatella"
"KONZA","consumer","prairie","KIC011.csv","Catocala amatrix","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala amatrix"
"KONZA","consumer","prairie","KIC011.csv","Catocala amestris","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala amestris"
"KONZA","consumer","prairie","KIC011.csv","Catocala amica","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala amica"
"KONZA","consumer","prairie","KIC011.csv","Catocala cara","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala cara"
"KONZA","consumer","prairie","KIC011.csv","Catocala coccinata","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala coccinata"
"KONZA","consumer","prairie","KIC011.csv","Catocala ilia","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala ilia"
"KONZA","consumer","prairie","KIC011.csv","Catocala illecta","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala illecta"
"KONZA","consumer","prairie","KIC011.csv","Catocala innubens","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala innubens"
"KONZA","consumer","prairie","KIC011.csv","Catocala meskei","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala meskei"
"KONZA","consumer","prairie","KIC011.csv","Catocala minuta","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala minuta"
"KONZA","consumer","prairie","KIC011.csv","Catocala neogama","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala neogama"
"KONZA","consumer","prairie","KIC011.csv","Catocala nuptialis","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala nuptialis"
"KONZA","consumer","prairie","KIC011.csv","Catocala ulalume","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala ulalume"
"KONZA","consumer","prairie","KIC011.csv","Catocala ultronia","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala ultronia"
"KONZA","consumer","prairie","KIC011.csv","Catocala vidua","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala vidua"
"KONZA","consumer","prairie","KIC011.csv","Catocala whitneyi","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala whitneyi"
"KONZA","consumer","prairie","KIC011.csv","Colobochyla interpuncta","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Colobochyla","Colobochyla interpuncta"
"KONZA","consumer","prairie","KIC011.csv","Drasteria ingeniculata","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Drasteria","Drasteria ingeniculata"
"KONZA","consumer","prairie","KIC011.csv","Drasteria pallescens","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Drasteria","Drasteria pallescens"
"KONZA","consumer","prairie","KIC011.csv","Euparthenos nubilis","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Euparthenos","Euparthenos nubilis"
"KONZA","consumer","prairie","KIC011.csv","Gabara subnivosella","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Gabara","Gabara subnivosella"
"KONZA","consumer","prairie","KIC011.csv","Hypena scabra","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypena","Hypena scabra"
"KONZA","consumer","prairie","KIC011.csv","Isogona tenuis","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Isogona","Isogona tenuis"
"KONZA","consumer","prairie","KIC011.csv","Lesmone detrahens","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lesmone","Lesmone detrahens"
"KONZA","consumer","prairie","KIC011.csv","Marathyssa inficita","Animalia","Arthropoda","Insecta","Lepidoptera","Euteliidae","Marathyssa","Marathyssa inficita"
"KONZA","consumer","prairie","KIC011.csv","Matigramma pulverilinea","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Matigramma","Matigramma pulverilinea"
"KONZA","consumer","prairie","KIC011.csv","Mocis texana","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Mocis","Mocis texana"
"KONZA","consumer","prairie","KIC011.csv","Paectes oculatrix","Animalia","Arthropoda","Insecta","Lepidoptera","Euteliidae","Paectes","Paectes oculatrix"
"KONZA","consumer","prairie","KIC011.csv","Paectes","Animalia","Arthropoda","Insecta","Lepidoptera","Euteliidae","Paectes",""
"KONZA","consumer","prairie","KIC011.csv","Palthis angularis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Palthis asopialis","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Palthis","Palthis asopialis"
"KONZA","consumer","prairie","KIC011.csv","Panopoda carneicosta.",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Panopoda rufimargo","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Panopoda","Panopoda rufimargo"
"KONZA","consumer","prairie","KIC011.csv","Parallelia bistriaris","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Parallelia","Parallelia bistriaris"
"KONZA","consumer","prairie","KIC011.csv","Phytometra ernestiana",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Plusiodonta compressipalpis","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Plusiodonta","Plusiodonta compressipalpis"
"KONZA","consumer","prairie","KIC011.csv","Remigia latipes",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Scolecocampa liburna","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Scolecocampa","Scolecocampa liburna"
"KONZA","consumer","prairie","KIC011.csv","Scoliopteryx libatrix","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Scoliopteryx","Scoliopteryx libatrix"
"KONZA","consumer","prairie","KIC011.csv","Spiloloma lunilinea","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Spiloloma","Spiloloma lunilinea"
"KONZA","consumer","prairie","KIC011.csv","Tathorhynchus exsiccata","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Tathorhynchus","Tathorhynchus exsiccata"
"KONZA","consumer","prairie","KIC011.csv","Zale galbanata","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Zale","Zale galbanata"
"KONZA","consumer","prairie","KIC011.csv","Zale lunata","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Zale","Zale lunata"
"KONZA","consumer","prairie","KIC011.csv","Zale minerea","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Zale","Zale minerea"
"KONZA","consumer","prairie","KIC011.csv","Atrytone arogos","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Atrytone","Atrytone arogos"
"KONZA","consumer","prairie","KIC011.csv","Epargyreus clarus","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Epargyreus","Epargyreus clarus"
"KONZA","consumer","prairie","KIC011.csv","Polites thermistocles",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Pyrgus communis","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Pyrgus","Pyrgus communis"
"KONZA","consumer","prairie","KIC011.csv","Thorybus pylades",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Thorybes bathyllus","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Thorybes","Thorybes bathyllus"
"KONZA","consumer","prairie","KIC011.csv","Staphylus hayhurstii","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Staphylus","Staphylus hayhurstii"
"KONZA","consumer","prairie","KIC011.csv","Erynnis juvenalis","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Erynnis","Erynnis juvenalis"
"KONZA","consumer","prairie","KIC011.csv","Erynnis haratius",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Erynnis martialis","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Erynnis","Erynnis martialis"
"KONZA","consumer","prairie","KIC011.csv","Erynnis funeralis","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Erynnis","Erynnis funeralis"
"KONZA","consumer","prairie","KIC011.csv","Erynnis baptisiae","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Erynnis","Erynnis baptisiae"
"KONZA","consumer","prairie","KIC011.csv","Pholisora catullus","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Pholisora","Pholisora catullus"
"KONZA","consumer","prairie","KIC011.csv","Ancyloxypha numitor","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ancyloxypha","Ancyloxypha numitor"
"KONZA","consumer","prairie","KIC011.csv","Hylephila phyleus","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Hylephila","Hylephila phyleus"
"KONZA","consumer","prairie","KIC011.csv","Hesperia ottoe","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Hesperia","Hesperia ottoe"
"KONZA","consumer","prairie","KIC011.csv","Polites peckius","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Polites","Polites peckius"
"KONZA","consumer","prairie","KIC011.csv","Polites themistocles","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Polites","Polites themistocles"
"KONZA","consumer","prairie","KIC011.csv","Pompeius verna","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Pompeius","Pompeius verna"
"KONZA","consumer","prairie","KIC011.csv","Anatrytone logan","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Anatrytone","Anatrytone logan"
"KONZA","consumer","prairie","KIC011.csv","Problema byssus","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Problema","Problema byssus"
"KONZA","consumer","prairie","KIC011.csv","Poanes hobomok","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Poanes","Poanes hobomok"
"KONZA","consumer","prairie","KIC011.csv","Poanes zabulon","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Poanes","Poanes zabulon"
"KONZA","consumer","prairie","KIC011.csv","Euphyes vestris","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Euphyes","Euphyes vestris"
"KONZA","consumer","prairie","KIC011.csv","Atrytonopis hianna",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Amblyscirtes nysa","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Amblyscirtes","Amblyscirtes nysa"
"KONZA","consumer","prairie","KIC011.csv","Lerodea eufala","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Lerodea","Lerodea eufala"
"KONZA","consumer","prairie","KIC011.csv","Eurytides marcellus","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Eurytides","Eurytides marcellus"
"KONZA","consumer","prairie","KIC011.csv","Papilio polyxenes","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio polyxenes"
"KONZA","consumer","prairie","KIC011.csv","Heraclides cresphontes",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Pterourus glaucus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Pterourus troilus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Pontia protodice","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pontia","Pontia protodice"
"KONZA","consumer","prairie","KIC011.csv","Artogeia rapae",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Euchloe olympia","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Euchloe","Euchloe olympia"
"KONZA","consumer","prairie","KIC011.csv","Colias philodice","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias","Colias philodice"
"KONZA","consumer","prairie","KIC011.csv","Colias eurytheme","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias","Colias eurytheme"
"KONZA","consumer","prairie","KIC011.csv","Zerene cesonia","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Zerene","Zerene cesonia"
"KONZA","consumer","prairie","KIC011.csv","Phoebis sennae","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Phoebis","Phoebis sennae"
"KONZA","consumer","prairie","KIC011.csv","Pyrisitia lisa","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pyrisitia","Pyrisitia lisa"
"KONZA","consumer","prairie","KIC011.csv","Abaeis nicippe","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Abaeis","Abaeis nicippe"
"KONZA","consumer","prairie","KIC011.csv","Nathalis iole","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Nathalis","Nathalis iole"
"KONZA","consumer","prairie","KIC011.csv","Gaeides xanthoides",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Harkenclenus titus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Satyrium calanus","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Satyrium","Satyrium calanus"
"KONZA","consumer","prairie","KIC011.csv","Satyrium caryaevorum",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Mitoura grynea",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Incisalia henrici",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Hemiargus isola",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Everes comyntas",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Celastrina ladon","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina","Celastrina ladon"
"KONZA","consumer","prairie","KIC011.csv","Celastrina neglecta","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina","Celastrina neglecta"
"KONZA","consumer","prairie","KIC011.csv","Libytheana bachmanii",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Speyeria cybele","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Speyeria","Speyeria cybele"
"KONZA","consumer","prairie","KIC011.csv","Charidryas gorgone",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Charidryas nycteis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Polygonia interrogationis","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Polygonia","Polygonia interrogationis"
"KONZA","consumer","prairie","KIC011.csv","Polygonia comma","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Polygonia","Polygonia comma"
"KONZA","consumer","prairie","KIC011.csv","Nymphalis antiopa","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Nymphalis","Nymphalis antiopa"
"KONZA","consumer","prairie","KIC011.csv","Vanessa virginiensis","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa virginiensis"
"KONZA","consumer","prairie","KIC011.csv","Vanessa cardui","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa cardui"
"KONZA","consumer","prairie","KIC011.csv","Vanessa atalanta","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa atalanta"
"KONZA","consumer","prairie","KIC011.csv","Junonia coenia","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Junonia","Junonia coenia"
"KONZA","consumer","prairie","KIC011.csv","Basilarchia arthemis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Basilarchia archippus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Anaea andria","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Anaea","Anaea andria"
"KONZA","consumer","prairie","KIC011.csv","Asterocampa celtis","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Asterocampa","Asterocampa celtis"
"KONZA","consumer","prairie","KIC011.csv","Asterocampa clyton","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Asterocampa","Asterocampa clyton"
"KONZA","consumer","prairie","KIC011.csv","Enodia anthedon",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Megisto cymela","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Megisto","Megisto cymela"
"KONZA","consumer","prairie","KIC011.csv","Danaus plexippus","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Danaus","Danaus plexippus"
"KONZA","consumer","prairie","KIC011.csv","Danaus gilippus","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Danaus","Danaus gilippus"
"KONZA","consumer","prairie","KIC011.csv","Strymon melinus","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Strymon","Strymon melinus"
"KONZA","consumer","prairie","KIC011.csv","Lithacodia muscosula",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Polia detracta",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Abagrotis alternata","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Abagrotis","Abagrotis alternata"
"KONZA","consumer","prairie","KIC011.csv","Abagrotis belfragei","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Abagrotis","Abagrotis belfragei"
"KONZA","consumer","prairie","KIC011.csv","Abrostola urentis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Abrostola","Abrostola urentis"
"KONZA","consumer","prairie","KIC011.csv","Achatia distincta","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Achatia","Achatia distincta"
"KONZA","consumer","prairie","KIC011.csv","Acontia abdominalis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Acontia aprica",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Acontia lactipennis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Acronicta afflicta","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta afflicta"
"KONZA","consumer","prairie","KIC011.csv","Acronicta hamamelis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta hamamelis"
"KONZA","consumer","prairie","KIC011.csv","Acronicta longa","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta longa"
"KONZA","consumer","prairie","KIC011.csv","Acronicta modica","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta modica"
"KONZA","consumer","prairie","KIC011.csv","Acronicta morula","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta morula"
"KONZA","consumer","prairie","KIC011.csv","Acronicta parallela","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta parallela"
"KONZA","consumer","prairie","KIC011.csv","Acronicta paupercula","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta paupercula"
"KONZA","consumer","prairie","KIC011.csv","Acronicta rubricoma","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta rubricoma"
"KONZA","consumer","prairie","KIC011.csv","Acronicta","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta",""
"KONZA","consumer","prairie","KIC011.csv","Adita chionanthi",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Agnorisma badinodis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agnorisma","Agnorisma badinodis"
"KONZA","consumer","prairie","KIC011.csv","Agnorisma bollii","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agnorisma","Agnorisma bollii"
"KONZA","consumer","prairie","KIC011.csv","Agrotis gladiaria","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis gladiaria"
"KONZA","consumer","prairie","KIC011.csv","Agrotis ipsilon","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis ipsilon"
"KONZA","consumer","prairie","KIC011.csv","Agrotis malefida","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis malefida"
"KONZA","consumer","prairie","KIC011.csv","Agrotis subterranea",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Agrotis venerabilis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis venerabilis"
"KONZA","consumer","prairie","KIC011.csv","Agrotis vetusta","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis vetusta"
"KONZA","consumer","prairie","KIC011.csv","Allagrapha aerea","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Allagrapha","Allagrapha aerea"
"KONZA","consumer","prairie","KIC011.csv","Amphipoea erepta","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Amphipoea","Amphipoea erepta"
"KONZA","consumer","prairie","KIC011.csv","Amphipyra pyramidoides","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Amphipyra","Amphipyra pyramidoides"
"KONZA","consumer","prairie","KIC011.csv","Amyna octo",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Anagrapha falcifera","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Anagrapha","Anagrapha falcifera"
"KONZA","consumer","prairie","KIC011.csv","Anorthodes tarda",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Anterastria teratophora","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Anterastria","Anterastria teratophora"
"KONZA","consumer","prairie","KIC011.csv","Apamea burgessi","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea burgessi"
"KONZA","consumer","prairie","KIC011.csv","Apamea helva","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea helva"
